@relation dataset-bow-valence-weka.filters.unsupervised.attribute.NominalToString-C1

@attribute text string
@attribute valence numeric

@data
'missing sum wen r alone affection . , thinking sum even wen r busy called real affection ..',5.5
'went saw deathly hallows , great movie ! ! !',6
'heading see movie sweetie , anything good ?',6
'love like fine wine either savor sips create long enjoyable relationships chug glass glass till end drunk alone',6
'love love blind .. sees mind .. according cmz .. true ? love',5.5
'ca fly , wings work get high feelings ai hurt fuck world , ask shit dead gone still quit .',3
'bored .. anyone care easing boredom ? ? ?',4
'offiicially longer beaverton . good know . internet peace everyone',5
'needs drink , asap ! ! ! ! ! ! !',5
'awww , thanks ya ! thats real sweet  ! may moment sentimentality , made xtra special . thanks ! happy',7.5
' points new profilepick  look sexy dddddrawn love coloured without permission meeeeeeeee',5
'let commit perfect crime .. steal heart steal mine',5
'add ginger tea  list things burned attempting cook , might top hard boiled eggs  sure .',5
'wan na hang . holla atcha boy .',5.5
'light headed .',4.5
'feel wind change ..',5.5
'ca change direction wind , adjust sails always reach destination .',5.5
'looking something weekend',5
'blessed baby boy today ..',7.5
'enjoying girls dogs immensely ! dwts great show ready bristol go !',7
'laper ..',5
'poor fourlegged daughter getting teeth cleaned possibly pulled . hell get old !',3.5
'listening dream theater .. amazing .. think josh ballard ever wrong says somthings good.  ',6
'feel like buying google nexus one ! !',5
'took urgent care . broken thumb sledding . something telling keep hands inside sled register ..',4
'going bed .. looking forward tommorrow',3.5
'would like beating unicorn death bag full rainbows  ',4.5
'oh , love day work .',6.5
'sometimes person really need one think wanted. unknown .. think one second . lol  ',5.5
crocs,5
' friends even fb whole day , kinda tight',5.5
'could wanted birthdai different  chill take second sit back c witch way life going , itz going well',6.5
'wish snow outside could skate',4.5
'jager bomb saturday headed steel horse !',5.5
'river cuts rock , power consistency . never lose hope  keep walking towards target !',7.5
'   year completion',5.5
'pumped back school ca wait debate political ideologies inquisitive minds !',6.5
'need someone text !',4.5
'posting pictures fun wild time israel soon got developed .',5.5
'brother wantz  play snow aunt nina .. awww said like snow .. nevermind bean ..',5
'threeo looks amazing happy',6
' happy  tired nose searing pain ! !',3
'rd overall k fanball fantasy football .. sure win ,  points away decent pay day .',5.5
'heading town , going throw something , hopefully wo regret anyone girls esp . boys wana meet half   k thinkit thereabouts , feel free , putting . , mad , going bender putting bored people near dublin city centre ! ! ! ! please tell',5
'another day going',4.5
'orientation awesome fuck haha fun . met new people , reunited old people , got lot free stuff laughing',6.5
'realizes people create atmosphere chinese new year , people misses . singapore .',4
'happy great bday week ! ! ! thanks everyone !',6.5
'bored .. like picture , bear  gave . call slushie !',5
' . . sing .. hapy b.day , hapy b.day ..  yrs old ! !',6
'let fill heart joy laughter . togetherness , well . whenever need , . protect , unselfish love respects .',7.5
'fun times coming saturday .. bday mario .. square ! ! !',6
'life gets better happy',8
'happy dasara ..',6
'sumtyms love jaz enaf .. haha',5.5
'well birthday  days sober ..',5
'olive garden jonesboro going open home frown , sad , angry pouting oh well , settle outback .',4.5
'stumbled across , seemed appropriate  children coming maturity amaze us magic hearts',7
'completely honest  hours .. ask question  inbox  . question , matter crazy , stupid . ulterior motive , full honesty , dare put text status see questions get ! know want take advantage . fun',5
waiting,5
'wet dogs smell',5
'sensitive ..',4
'approx , people bought theyre last beer night',4.5
'million times better common sense without education education without common sense ..',5.5
'better day today much better.feeling better nice day ! !',8
'kicked neighbour elevator coz thats roll !',5
'today snowed',5
'farmvill  needs horseshoes nails ? ? ?',5
rawr,5
'.. whatever give woman',5
'happy thanksgiving everybody',6
'homeeeee timeeeee whoooooooooooooo haaha',5.5
'waiting things want life seem take longest work ?',4
'wants go back school',5
'facing one difficult decisions ever ! job offers  dc paris !',5
'existance begins consciousness emerges .',5
' today ! know people thought turning  .. look old .',5
'honeymoon travels ltd says .. know honeymoon good ..   wait  hr baggage claim   drive slow blind turn means nothing driver .   steep road driver informs tht car pickup problem .   reach  hours late destination.  ',5
rock,6
'yeheyyy .. bohol already !',5.5
'smoking . day  .',5
' snow ! ! ! ca even open door ..',5
'family fuckin crazy .. know whats wrong maybe got dropped head babies kinda e cheeky , playful lains funny lookin heads lmfao ..',3.5
'hey , whatever chip got fried anys numbers , would like much mind commenting bellow ! thanks ',5.5
'bst gmt .. resetting clock',5
' million guns us ,  million cars . annually , roughly , people die car accidents , , people die guns  half suicides  . anyone trying ban cars ?',5
'thank everybody happy birthday new year .. sorry taken reply , love hope great beginning new year also .. cuzzy moved never forgotten love forever',8
'never thought could wrong twice ..',3
' l sta . rosa laguna press conference',5
'life short complain keep head make sure got ta',6
'gaaaaaaaahhhhhh ! ! ! ! !',4
'sorry texas fans sec much handle',5
'got gun pulled last night',3
'kids grandma weekend . want homework .',5
'yep , still hate watching football ! ! !',4
'. ct',5
'watchin acls . love baseball .',6
'got boxes unpacked missing ptc',4
'wants get video aircraft carrier sinking transformers . want email dad evil devilish',5
'got court tomorrow wish luck',5
'thanks friends kind greetings birthday . thank !',7
'married three years today ! crazy .',7
'fall quarter started today . long summer  . thanks memories .',5.5
'gjdldbj ljgkh djgh kdh dghklhdl kjhgkj ! ! ! ! ! ! ! ! ! ! ! ! ! ! !',4.5
'hiya !',5.5
'start enthusiastic whatever like , golden age .',6.5
'one day .. happy',6
'psalm  happy  new international version    god  let foot slip watches slumber ,',6
'thin swear could used whip drink beer keep britches hips knew ask mysteries life spit boots replied faster horses',5
'doha day  pursuit hapiness usually ends something check wadobes check within daz secret hapiness !',6.5
'three tenors  la donna e mobile  brindisi .. thats wat listening get better',5.5
'waitin people come soon . happy',6
'busy week work ohakune mardi gras yeah !',5.5
'wish wind would stop blowing sick winter , want get go lake ! ! ! ! !',3.5
'post photos !',4.5
'share sea bass mom cause maris wanted steak .',4.5
'people need understand children special needs illness , cure  contagious . want want , accepted .   probably wo copy paste . leave status least hour ? special education week , honor kids need little extra help  understanding',5.5
'live without religion meditation , survive without human affection .',6
'weekend back kerala full lusty rain ! ! !',5
'home  days sprained hand ugh ! ! ! ! sucks',4
'coolest person ever .',6
'sleep shit ran sheep count cows fat jump',4.5
'workin faults one time.makin progress',6.5
'heart soul eater !',5
'jumped chuck norris bathroom thats roll .',5
'jobs interfering lost addiction .',5
'game snooker today !  still got ! !',6
'smells like cat poop',4
'spending day family .. bday ! ! ! ! !',6.5
'life got better got offered job paying  bucks hour oregon starting monday . sweet .',6.5
'enjoy little things stop worrying happen tomorrow . take life one moment time make best . gentlement , gentleladies happy neeed invoke fever make others like us . world would much brighter .',7
'tired .. zzzz ..',4.5
'wow .  days row . outta control happy',5.5
'birthday . get . tell happy birthday . already heard enough family',3
'mustache wish face makes ..',5
'holy geez . thank much birthday wishes ! bit overwhelming ! amazing ! definitely excellent birthweek ! many well wishing humbling moments beautiful everything !',8.5
'well would like inform friends , family  things important relationship .   god ,   respect ,   communication , breakdown things listed , issues , drama ! !',4.5
'school  minutes .. lol',5
