@relation dataset-bow-arousal-weka.filters.unsupervised.attribute.NominalToString-C1

@attribute text string
@attribute arousal numeric

@data
'marrey christmas ! hope everyone astounding day , gets tons loot ! ! !',6.5
'working five days week take bath five days , friends laughing . way care bible says nothings sabath deed nothing watch tomorrow morning go work . laugh wo take bath',2
'feeling like bird sitting high happy',2
'merry christmas',1.5
'might flu ! ! yay   ugh ! ! !',6.5
'guess whos back yeah da   dj facebook hahaha enjoy fam ! ! ! ! ! !',7.5
'poor abraham lincoln bad barack obama ca trade places . anti obama hate guy . f   obama biggest fan rfm .',4.5
'way beautiful popular sick .. fml',2.5
'bridal shop ! ! happy',5.5
'look mate found google earth laughing go go street view rugdeveien  ,  bergen , hordaland , norway',2.5
'sudden , powerful  wife would describe differently  need completely overhaul house , clean every nook cranny , completely reorganize everything sight ?',2
'helping cafe  di luna move new spot rd herr . best coffee city .. dwelling negativity contributes power . putting inspiration , imagination skills test ..',2.5
'may need little drink jazz bar',1
'never lost .. , let win .. , reward .. , grab hold heart ..',2.5
'goddamnit people , sale , sell . jesus christ ',2
'hey guys step mom challenged . dollars clean cats litter box gary think name . well almost died back smelt rotted turd ever want ot forgot .',2
'water teaches us acceptance .. let emotions flow like water ..',2.5
'teaching chito skip cle remorse ..',2
'busy project .. time end semester ..',2
'missing sum wen r alone affection . , thinking sum even wen r busy called real affection ..',2.5
'went saw deathly hallows , great movie ! ! !',6
'heading see movie sweetie , anything good ?',2
'love like fine wine either savor sips create long enjoyable relationships chug glass glass till end drunk alone',1.5
'love love blind .. sees mind .. according cmz .. true ? love',3
'ca fly , wings work get high feelings ai hurt fuck world , ask shit dead gone still quit .',2.5
'bored .. anyone care easing boredom ? ? ?',3
'offiicially longer beaverton . good know . internet peace everyone',1
'needs drink , asap ! ! ! ! ! ! !',8.5
'awww , thanks ya ! thats real sweet  ! may moment sentimentality , made xtra special . thanks ! happy',5.5
' points new profilepick  look sexy dddddrawn love coloured without permission meeeeeeeee',4
'let commit perfect crime .. steal heart steal mine',3.5
'add ginger tea  list things burned attempting cook , might top hard boiled eggs  sure .',1.5
'wan na hang . holla atcha boy .',3.5
'light headed .',1
'feel wind change ..',2
'ca change direction wind , adjust sails always reach destination .',1.5
'looking something weekend',1
'blessed baby boy today ..',2
'enjoying girls dogs immensely ! dwts great show ready bristol go !',5
'laper ..',2
'poor fourlegged daughter getting teeth cleaned possibly pulled . hell get old !',5.5
'listening dream theater .. amazing .. think josh ballard ever wrong says somthings good.  ',2.5
'feel like buying google nexus one ! !',5
'took urgent care . broken thumb sledding . something telling keep hands inside sled register ..',2.5
'going bed .. looking forward tommorrow',2
'would like beating unicorn death bag full rainbows  ',1.5
'oh , love day work .',2
'sometimes person really need one think wanted. unknown .. think one second . lol  ',2.5
crocs,1
' friends even fb whole day , kinda tight',1
'could wanted birthdai different  chill take second sit back c witch way life going , itz going well',1.5
'wish snow outside could skate',1
'jager bomb saturday headed steel horse !',5
'river cuts rock , power consistency . never lose hope  keep walking towards target !',4.5
'   year completion',1.5
'pumped back school ca wait debate political ideologies inquisitive minds !',5
'need someone text !',4.5
'posting pictures fun wild time israel soon got developed .',2
'brother wantz  play snow aunt nina .. awww said like snow .. nevermind bean ..',2
'threeo looks amazing happy',2.5
' happy  tired nose searing pain ! !',6
'rd overall k fanball fantasy football .. sure win ,  points away decent pay day .',2.5
'heading town , going throw something , hopefully wo regret anyone girls esp . boys wana meet half   k thinkit thereabouts , feel free , putting . , mad , going bender putting bored people near dublin city centre ! ! ! ! please tell',5.5
'another day going',1
'orientation awesome fuck haha fun . met new people , reunited old people , got lot free stuff laughing',3
'realizes people create atmosphere chinese new year , people misses . singapore .',1.5
'happy great bday week ! ! ! thanks everyone !',6.5
'bored .. like picture , bear  gave . call slushie !',5.5
' . . sing .. hapy b.day , hapy b.day ..  yrs old ! !',5.5
'let fill heart joy laughter . togetherness , well . whenever need , . protect , unselfish love respects .',1.5
'fun times coming saturday .. bday mario .. square ! ! !',6
'life gets better happy',2.5
'happy dasara ..',3.5
'sumtyms love jaz enaf .. haha',2.5
'well birthday  days sober ..',2
'olive garden jonesboro going open home frown , sad , angry pouting oh well , settle outback .',2
'stumbled across , seemed appropriate  children coming maturity amaze us magic hearts',1.5
'completely honest  hours .. ask question  inbox  . question , matter crazy , stupid . ulterior motive , full honesty , dare put text status see questions get ! know want take advantage . fun',4
waiting,1
'wet dogs smell',1
'sensitive ..',2
'approx , people bought theyre last beer night',1
'million times better common sense without education education without common sense ..',1.5
'better day today much better.feeling better nice day ! !',6
'kicked neighbour elevator coz thats roll !',4.5
'today snowed',1
'farmvill  needs horseshoes nails ? ? ?',3.5
rawr,1.5
'.. whatever give woman',1.5
'happy thanksgiving everybody',1.5
'homeeeee timeeeee whoooooooooooooo haaha',4
'waiting things want life seem take longest work ?',1.5
'wants go back school',1
'facing one difficult decisions ever ! job offers  dc paris !',5
'existance begins consciousness emerges .',1.5
' today ! know people thought turning  .. look old .',5
'honeymoon travels ltd says .. know honeymoon good ..   wait  hr baggage claim   drive slow blind turn means nothing driver .   steep road driver informs tht car pickup problem .   reach  hours late destination.  ',2
rock,2
'yeheyyy .. bohol already !',4.5
'smoking . day  .',1.5
' snow ! ! ! ca even open door ..',6
'family fuckin crazy .. know whats wrong maybe got dropped head babies kinda e cheeky , playful lains funny lookin heads lmfao ..',3.5
'hey , whatever chip got fried anys numbers , would like much mind commenting bellow ! thanks ',4.5
'bst gmt .. resetting clock',3.5
' million guns us ,  million cars . annually , roughly , people die car accidents , , people die guns  half suicides  . anyone trying ban cars ?',2
'thank everybody happy birthday new year .. sorry taken reply , love hope great beginning new year also .. cuzzy moved never forgotten love forever',3
'never thought could wrong twice ..',2.5
' l sta . rosa laguna press conference',1.5
'life short complain keep head make sure got ta',1.5
'gaaaaaaaahhhhhh ! ! ! ! !',8.5
'sorry texas fans sec much handle',1.5
'got gun pulled last night',1
'kids grandma weekend . want homework .',1.5
'yep , still hate watching football ! ! !',6
'. ct',1.5
'watchin acls . love baseball .',1
'got boxes unpacked missing ptc',1
'wants get video aircraft carrier sinking transformers . want email dad evil devilish',1.5
'got court tomorrow wish luck',1
'thanks friends kind greetings birthday . thank !',5
'married three years today ! crazy .',4.5
'fall quarter started today . long summer  . thanks memories .',2
'gjdldbj ljgkh djgh kdh dghklhdl kjhgkj ! ! ! ! ! ! ! ! ! ! ! ! ! ! !',9
'hiya !',5
'start enthusiastic whatever like , golden age .',1.5
'one day .. happy',3.5
'psalm  happy  new international version    god  let foot slip watches slumber ,',1.5
'thin swear could used whip drink beer keep britches hips knew ask mysteries life spit boots replied faster horses',1.5
'doha day  pursuit hapiness usually ends something check wadobes check within daz secret hapiness !',4.5
'three tenors  la donna e mobile  brindisi .. thats wat listening get better',2.5
'waitin people come soon . happy',2.5
'busy week work ohakune mardi gras yeah !',5
'wish wind would stop blowing sick winter , want get go lake ! ! ! ! !',7
'post photos !',5
'share sea bass mom cause maris wanted steak .',1.5
'people need understand children special needs illness , cure  contagious . want want , accepted .   probably wo copy paste . leave status least hour ? special education week , honor kids need little extra help  understanding',2.5
'live without religion meditation , survive without human affection .',1.5
'weekend back kerala full lusty rain ! ! !',6
'home  days sprained hand ugh ! ! ! ! sucks',6.5
'coolest person ever .',1.5
'sleep shit ran sheep count cows fat jump',2
'workin faults one time.makin progress',1
'heart soul eater !',4.5
'jumped chuck norris bathroom thats roll .',1.5
'jobs interfering lost addiction .',1
'game snooker today !  still got ! !',5
'smells like cat poop',1.5
'spending day family .. bday ! ! ! ! !',8
'life got better got offered job paying  bucks hour oregon starting monday . sweet .',2
'enjoy little things stop worrying happen tomorrow . take life one moment time make best . gentlement , gentleladies happy neeed invoke fever make others like us . world would much brighter .',2
'tired .. zzzz ..',1.5
'wow .  days row . outta control happy',2.5
'birthday . get . tell happy birthday . already heard enough family',2.5
'mustache wish face makes ..',1.5
'holy geez . thank much birthday wishes ! bit overwhelming ! amazing ! definitely excellent birthweek ! many well wishing humbling moments beautiful everything !',6
'well would like inform friends , family  things important relationship .   god ,   respect ,   communication , breakdown things listed , issues , drama ! !',5
'school  minutes .. lol',2
